age,monthly_income,employment_status,num_loans,num_defaults,num_paid_loans,on_time_payment_rate,num_vouches,num_savings,total_saved,is_verified,num_mobile_accounts,loan_amount,loan_duration_days,target
42,215770,0,8,1,7,0.81,4,1,21627,0,0,150699,60,0
61,465221,3,5,2,3,0.52,0,0,33525,0,1,349167,180,0
24,20220,2,4,2,2,0.7,4,20,85401,0,1,384040,180,0
51,296292,0,6,2,4,0.72,2,3,131925,1,2,76950,30,0
50,295513,2,8,2,6,0.93,5,6,181906,1,0,229167,30,1
20,193046,1,4,0,4,0.65,7,14,190817,0,0,332319,90,0
36,401414,0,10,2,8,0.69,5,11,31368,0,2,458369,90,0
44,298715,2,8,2,6,0.54,2,9,154773,0,2,484284,90,0
60,312447,2,4,1,3,0.96,2,14,90761,0,2,433752,30,0
30,450912,2,3,0,3,0.6,3,0,70771,0,1,76346,90,0
39,375427,0,0,0,0,0.79,1,13,95956,0,0,394186,30,0
41,227168,1,8,1,7,0.75,3,3,159009,1,1,206207,90,0
49,87836,3,4,2,2,0.87,3,18,60139,1,0,463168,90,0
30,78648,0,3,3,0,0.76,6,7,132917,1,0,284530,180,1
47,398789,3,6,1,5,0.64,5,9,122232,0,2,345239,180,1
57,243658,3,6,1,5,0.74,1,17,19166,1,0,248153,60,1
24,136391,2,10,2,8,0.59,0,11,157134,1,0,326194,180,0
33,235953,2,9,1,8,0.51,7,11,140446,0,2,78130,90,0
29,176857,1,10,1,9,0.64,3,19,69623,0,2,151642,180,0
49,222200,3,2,1,1,0.7,3,8,53501,0,1,347823,30,0
45,494135,0,3,2,1,0.63,7,11,91262,1,1,352941,90,0
43,425142,1,0,0,0,0.77,5,5,198483,1,2,272652,30,1
63,264180,2,7,3,4,0.57,7,9,83188,1,0,237734,30,0
25,292431,2,6,1,5,0.7,3,10,189869,0,1,224519,180,0
45,348453,2,6,3,3,0.58,4,5,182445,0,2,383873,180,0
57,394200,0,7,0,7,0.76,5,12,2731,1,2,349413,30,0
18,425930,2,1,0,1,0.8,3,12,166077,1,2,446286,60,1
35,228503,0,2,0,2,0.71,0,8,26824,0,0,289278,30,0
20,416373,1,7,2,5,0.61,3,10,48220,0,0,47000,180,0
38,65163,3,10,3,7,0.89,0,13,167735,1,1,54231,30,0
46,379608,3,8,2,6,0.86,7,7,158596,1,1,401389,180,0
51,61334,3,9,3,6,0.69,2,9,16886,1,2,411655,90,0
27,333947,3,5,3,2,0.89,1,6,82702,1,2,153661,90,1
32,95002,0,9,1,8,0.59,2,7,169149,0,1,428251,60,0
36,136912,2,5,3,2,0.86,5,1,33250,1,2,321776,90,1
29,64746,0,6,1,5,0.98,1,12,17532,1,1,478128,180,0
25,417017,2,10,1,9,0.92,7,0,41058,1,2,445035,90,0
19,369483,2,7,1,6,0.54,7,12,122674,1,0,438547,60,0
64,147222,0,8,0,8,0.84,5,20,142146,0,2,152682,90,0
19,369349,1,0,0,0,0.61,0,7,108449,0,1,20863,60,0
60,411066,0,7,3,4,0.69,4,19,187595,0,2,252630,60,0
59,365903,2,9,3,6,0.54,4,2,44248,1,2,178725,60,0
51,66763,0,9,2,7,0.64,2,0,66978,1,0,111303,90,1
62,137682,1,4,1,3,0.98,4,2,5972,0,0,453404,60,0
54,303890,0,4,2,2,0.5,5,18,55208,0,0,430241,30,0
57,483372,0,7,0,7,0.7,6,17,95496,1,0,37295,60,1
34,127277,3,0,0,0,0.88,7,18,137661,1,1,258677,90,1
28,465635,2,5,2,3,0.96,5,20,121608,1,1,406302,180,0
26,50440,2,10,0,10,0.9,6,8,198661,1,0,223877,180,1
33,463995,1,3,2,1,0.84,6,14,172323,0,0,192032,180,0
64,415862,3,8,2,6,0.82,6,19,151099,0,0,201473,30,0
25,220292,3,10,2,8,0.78,5,1,142268,0,2,87718,90,1
22,230726,1,6,2,4,0.51,2,6,114883,1,2,139470,60,0
49,227499,3,10,0,10,0.76,6,16,77477,1,1,63249,90,1
35,457238,3,8,0,8,0.74,3,0,151028,0,0,409923,30,0
61,396904,2,10,1,9,0.81,0,14,135834,0,1,375764,30,0
24,456261,0,9,1,8,0.75,6,8,189676,0,1,115995,180,0
41,166473,0,10,0,10,0.68,4,4,50796,1,2,92746,60,0
33,383400,2,2,2,0,0.68,2,4,80693,1,0,307640,180,0
64,216912,0,4,2,2,0.89,3,19,149880,0,1,262226,30,0
20,31320,1,8,2,6,0.96,0,10,2312,1,1,402923,180,1
30,495481,3,1,0,1,0.53,6,11,132101,0,2,12065,180,0
46,350749,2,4,3,1,0.96,6,9,148096,0,1,367712,90,0
54,361782,3,5,3,2,0.68,7,13,195500,1,0,296889,60,0
62,264544,1,8,2,6,0.6,4,7,77353,0,1,415038,180,1
57,283795,0,5,2,3,0.75,5,19,146520,1,0,463597,60,0
59,213145,2,0,0,0,0.55,4,14,20274,0,2,289964,180,0
64,350417,2,4,2,2,0.74,0,17,172559,1,1,197541,30,1
46,132485,0,7,2,5,0.74,1,8,75584,1,0,312368,90,0
49,255003,3,2,2,0,0.91,0,8,64651,0,0,67891,30,0
46,332117,0,6,0,6,0.66,1,4,113714,1,1,278364,60,0
39,188489,0,9,2,7,0.76,4,15,175601,0,1,254565,60,0
27,258435,2,4,2,2,0.86,3,3,78362,1,2,101803,90,0
62,162341,2,1,0,1,0.75,7,12,45676,1,1,316292,90,1
29,40213,0,7,0,7,0.84,3,11,40978,0,1,10398,90,1
28,337454,3,7,0,7,0.78,3,14,149335,1,0,89731,60,1
51,202153,1,5,3,2,0.69,7,10,86191,0,0,333415,180,1
36,114077,2,9,1,8,0.75,5,12,79070,0,0,314743,30,0
39,428344,3,2,1,1,0.83,6,1,178868,0,0,419048,30,0
63,425094,3,4,1,3,0.56,2,14,102796,0,1,458496,180,0
64,333226,2,1,0,1,0.88,3,12,21283,0,2,479595,60,0
22,197839,3,10,1,9,0.99,0,4,65381,1,2,365342,90,1
18,301717,3,4,2,2,0.92,3,0,44649,0,0,493780,60,0
20,218283,2,4,2,2,0.63,7,11,55881,0,0,353578,30,0
50,352664,2,4,2,2,0.88,7,4,47346,1,2,404684,90,0
44,422988,2,3,1,2,0.81,6,18,81822,0,1,63639,90,1
60,293613,2,6,0,6,0.75,6,3,120529,1,1,458965,30,1
38,174924,3,6,2,4,0.82,1,1,114599,1,1,493925,180,1
42,459148,1,9,3,6,0.66,5,18,111463,0,0,427095,180,1
21,280779,0,8,2,6,0.66,4,8,140303,1,1,179686,30,0
36,72491,1,2,0,2,0.79,4,13,139983,0,0,323583,180,0
53,29135,1,2,1,1,0.78,4,4,20778,0,1,289236,180,0
64,26896,2,9,3,6,0.8,2,4,1997,0,2,299601,180,1
56,42919,2,8,3,5,0.53,0,1,52750,0,2,441254,60,0
20,106685,0,3,0,3,0.88,6,20,51375,1,2,143773,60,1
52,119525,2,8,1,7,0.56,5,12,70328,1,0,421120,90,0
29,79876,3,3,1,2,0.65,2,14,26027,1,2,474694,30,0
63,173320,1,10,2,8,0.66,3,14,117611,0,0,479301,30,0
58,484587,2,9,2,7,0.95,0,10,153009,1,2,365031,30,1
26,318109,2,6,2,4,0.93,3,8,67285,1,2,435511,180,0
41,153646,3,0,0,0,0.96,7,9,12023,0,1,234259,90,0
42,498819,1,0,0,0,0.96,6,20,9875,0,1,128239,180,1
53,479051,0,3,0,3,0.54,2,18,106186,1,1,166574,60,0
21,244318,1,2,0,2,0.58,6,7,158727,1,0,391099,90,0
51,58380,3,0,0,0,0.57,4,1,177743,0,1,424431,90,0
36,470576,0,1,1,0,0.68,3,1,16698,1,1,476769,60,0
39,49216,3,8,1,7,0.74,1,19,187208,1,0,43661,60,1
44,192071,3,7,2,5,0.96,0,11,159168,1,0,418038,180,0
35,452648,1,6,2,4,0.52,6,20,130499,1,1,185437,180,1
43,124185,3,10,1,9,0.65,6,13,101910,0,0,277662,60,0
37,348267,2,0,0,0,0.67,4,17,110951,0,0,379438,90,1
42,347275,0,2,1,1,0.92,1,19,41986,0,1,472217,90,0
22,196362,1,8,2,6,0.54,5,12,176877,1,1,83897,60,0
49,333966,1,1,0,1,0.55,2,15,188747,0,2,494258,60,1
63,78490,2,3,0,3,0.84,4,19,191790,1,1,145409,90,1
59,493814,1,7,2,5,0.62,1,13,93631,0,1,7466,180,1
46,326437,0,8,1,7,0.54,2,2,157181,0,0,235941,30,1
34,297330,1,6,2,4,0.66,1,2,139251,0,1,367499,180,0
31,483997,2,1,0,1,0.73,1,3,77192,0,0,143146,90,0
44,481916,3,0,0,0,0.62,5,4,72300,0,0,188874,30,0
37,471940,1,7,3,4,0.73,7,8,143832,0,1,479697,30,0
53,313521,3,5,3,2,0.82,2,7,61895,0,0,128710,30,0
41,49099,0,8,3,5,0.97,3,4,164764,0,2,372697,180,1
65,162991,0,4,0,4,0.77,1,17,75771,1,2,81181,60,1
56,387483,2,9,2,7,0.63,6,15,151516,0,0,92831,30,0
20,218338,2,2,1,1,0.77,1,17,78626,0,0,85666,30,0
60,68395,3,0,0,0,0.65,6,13,150853,0,0,196650,180,0
47,123783,1,2,2,0,0.61,6,18,180303,0,2,445120,90,0
27,196729,3,6,0,6,0.96,1,13,43284,1,1,405612,90,1
49,219793,3,7,0,7,0.79,5,17,28123,1,0,485402,30,1
28,25545,1,1,1,0,0.69,5,10,85895,1,2,439542,60,0
25,350857,2,9,1,8,0.99,6,11,28076,1,2,255345,180,0
24,47812,2,7,2,5,0.54,0,8,164293,0,0,25614,30,1
62,46628,2,5,1,4,0.99,1,9,154827,0,2,443805,90,1
42,24109,1,5,3,2,0.8,1,9,144940,1,2,85801,180,0
60,83737,0,1,1,0,0.7,1,7,160804,0,2,184666,180,0
26,190881,2,6,2,4,0.8,7,6,105590,0,0,331174,60,0
19,126113,2,6,2,4,0.97,3,18,152925,1,1,324887,60,0
20,425177,2,5,3,2,0.96,1,16,8624,0,1,229870,30,0
18,135926,1,8,3,5,0.77,1,1,160962,0,0,412956,30,0
19,235966,3,0,0,0,0.93,4,12,69406,1,2,29847,60,1
43,249484,2,1,0,1,0.93,2,14,70130,1,1,250590,60,1
34,466053,0,4,3,1,0.65,6,1,85193,1,2,267090,60,0
53,378518,1,1,0,1,0.73,0,0,82725,0,2,346846,90,1
44,291638,2,9,3,6,0.79,2,17,83762,1,2,66954,60,0
26,72135,0,10,0,10,0.85,0,16,125204,0,0,497793,30,0
62,322153,0,1,1,0,0.77,4,14,49013,1,2,114040,60,1
59,401642,0,3,2,1,0.65,0,0,174057,0,2,83848,30,1
50,400784,2,6,0,6,0.66,6,9,66324,0,0,387413,180,0
39,311604,3,10,2,8,0.91,4,9,63305,1,2,35561,180,1
39,321384,3,6,0,6,0.51,5,8,185371,1,2,366931,180,0
24,255832,0,3,0,3,0.74,2,0,174348,1,0,440627,60,1
43,84806,3,2,1,1,0.93,1,6,99044,0,1,430522,60,0
44,193830,2,9,2,7,0.85,2,10,116087,1,1,442751,60,0
18,324118,0,2,1,1,0.96,0,2,185631,0,1,274505,90,0
23,331243,0,5,3,2,0.94,0,12,53068,0,0,174639,90,1
24,289138,1,5,0,5,0.75,6,12,194247,0,2,73311,90,0
61,443056,3,9,0,9,0.55,2,5,99082,0,1,449191,60,0
27,430336,3,0,0,0,0.82,5,8,98572,1,1,229675,90,1
39,334690,3,8,3,5,0.55,1,8,64128,1,2,160793,30,0
48,318940,0,6,3,3,0.78,5,16,6968,0,0,387852,90,1
34,260821,2,8,3,5,0.53,3,20,86846,1,2,31362,180,0
57,364298,1,3,2,1,0.99,1,17,116744,1,0,142588,30,0
26,182360,1,1,1,0,0.98,7,15,112196,0,0,192424,30,1
34,441603,0,6,3,3,0.95,2,12,132546,0,0,75535,90,0
47,216915,0,5,0,5,0.54,1,0,90268,0,0,480215,30,0
32,204817,0,8,3,5,0.72,5,20,65978,0,2,246114,180,1
24,259138,2,9,1,8,0.87,2,16,63713,0,1,247843,90,0
27,145453,2,4,2,2,0.86,3,8,21554,1,1,479656,90,0
30,230380,2,9,3,6,0.92,1,3,183811,0,0,397180,60,0
55,185055,1,1,0,1,0.88,4,3,108658,0,0,301306,90,0
19,158437,2,4,1,3,0.5,7,15,51845,0,1,444126,180,0
43,248031,1,1,1,0,0.66,1,1,79341,1,1,90003,30,0
59,294395,1,3,2,1,0.86,3,12,54790,1,0,181679,30,1
58,458555,3,3,1,2,0.98,6,9,107254,0,1,329372,180,1
54,225710,0,10,1,9,0.95,0,9,60446,1,2,190965,60,0
23,209175,0,9,0,9,0.59,0,20,142370,0,1,255527,180,0
37,239303,3,10,1,9,0.59,3,10,11575,1,2,323070,180,0
44,82857,2,8,1,7,0.69,1,0,178029,1,0,261209,90,0
32,447601,2,0,0,0,0.8,3,17,45275,1,0,371514,60,1
25,55560,1,5,3,2,0.74,6,13,25907,0,2,333249,60,0
43,306418,1,5,2,3,0.91,6,5,111550,1,2,465658,60,1
64,48456,0,9,0,9,0.95,7,3,41389,1,0,24517,60,0
31,263707,0,5,3,2,0.52,0,16,176840,1,1,50932,30,0
60,294958,0,6,3,3,0.89,6,4,173735,1,2,482582,90,1
49,302977,2,5,2,3,0.95,3,19,54334,0,2,330778,90,0
52,124429,3,9,1,8,0.75,4,9,81781,1,1,168268,60,0
55,284657,0,6,1,5,0.61,6,19,10059,0,0,478747,180,0
31,428122,0,9,2,7,0.71,1,19,132332,0,2,359071,30,0
36,413662,0,4,1,3,0.71,0,10,106879,0,1,482832,90,0
32,188607,3,3,0,3,0.52,1,17,163922,0,2,64700,90,0
59,101719,2,10,3,7,0.67,4,5,36682,1,0,262963,90,1
30,446672,3,7,2,5,0.84,7,10,169597,0,2,23790,180,0
22,43686,1,6,2,4,0.89,7,13,102211,0,2,56883,60,0
38,136588,1,1,0,1,0.83,4,3,90951,1,2,341035,30,1
54,171106,1,3,0,3,0.81,5,9,83909,1,2,448010,90,1
43,170207,0,9,3,6,0.83,5,19,59881,0,0,278452,60,0
43,177676,1,2,1,1,0.86,4,9,109807,1,0,457985,30,0
44,338052,2,9,0,9,0.62,7,3,90591,0,2,496751,90,0
18,177068,3,6,1,5,0.98,4,18,156042,0,1,343957,90,0
19,247873,1,3,1,2,0.67,1,2,131097,1,0,220755,180,0
26,38340,0,4,0,4,0.54,5,6,163572,0,1,311661,30,0
18,204500,3,8,2,6,0.63,2,9,84269,0,2,79137,90,1
40,368286,2,0,0,0,0.76,0,10,102426,0,2,413440,180,0
30,228544,2,5,3,2,0.69,6,18,199012,0,2,29603,90,0
48,354370,2,0,0,0,0.63,1,13,20563,0,1,333111,90,1
26,481039,1,10,0,10,0.69,6,19,8559,0,2,252707,180,0
34,238303,3,1,0,1,0.98,3,1,183344,1,0,193122,180,1
44,308972,1,7,3,4,0.53,0,14,132322,0,0,433449,180,0
22,486204,1,9,2,7,0.82,2,8,85507,0,1,162468,60,0
38,320157,0,8,3,5,0.69,7,0,48663,0,1,315929,30,0
59,187471,0,4,1,3,0.99,6,11,177880,0,0,386983,180,1
21,37897,1,3,3,0,0.61,6,4,142285,1,1,262069,180,0
44,359101,0,5,0,5,0.9,7,14,93439,0,2,29526,30,0
32,340396,1,2,1,1,0.63,2,7,63567,0,0,473814,60,0
49,331018,0,2,0,2,0.66,4,20,170805,0,1,320867,90,1
29,387539,1,10,1,9,1.0,5,18,61997,0,0,298321,30,1
35,33389,2,2,2,0,0.7,4,3,136056,1,2,494051,30,0
51,437630,3,9,2,7,0.65,1,17,36706,0,1,45828,60,0
65,356215,0,3,1,2,0.55,1,1,63563,0,2,167801,30,0
24,250700,1,1,1,0,1.0,6,11,60909,1,2,417357,30,0
47,203921,2,7,2,5,0.83,7,17,80808,1,1,304258,60,0
61,232104,0,6,2,4,0.82,7,15,40312,0,2,118915,180,0
55,435166,3,3,0,3,0.77,5,1,137435,0,2,446047,90,0
44,246882,1,3,2,1,0.65,6,0,35509,1,0,258089,30,1
40,204244,0,5,0,5,0.51,3,3,124913,0,0,326308,30,0
23,360943,3,10,0,10,0.95,2,19,169374,0,1,84040,180,0
40,55103,2,8,1,7,0.69,6,11,161256,1,1,477203,90,1
25,90286,1,2,0,2,0.57,3,8,125478,1,1,465582,90,0
57,209697,3,5,0,5,0.53,2,3,161794,0,0,159263,30,0
64,234000,1,0,0,0,0.94,3,0,170326,1,1,208942,90,1
53,479661,2,5,1,4,0.9,1,16,15110,0,2,351234,60,0
57,84595,0,2,1,1,0.52,6,11,151419,0,1,225925,60,1
37,141388,0,0,0,0,0.96,2,6,84022,0,2,312210,90,0
24,83728,3,1,0,1,0.98,3,6,123757,0,2,201582,90,0
65,492880,2,8,1,7,0.7,2,19,158957,1,0,209915,60,0
47,392404,3,9,2,7,0.84,7,3,129419,0,2,411810,60,0
33,241749,3,10,0,10,1.0,4,10,199236,1,1,45290,180,1
25,396119,2,7,1,6,0.91,1,19,167087,1,2,472714,90,1
49,33053,3,0,0,0,0.54,5,18,167540,0,1,397276,30,1
47,58719,1,2,0,2,0.69,1,8,12717,1,2,223544,90,1
55,436374,0,1,0,1,0.86,6,18,124739,1,1,278342,90,1
59,377188,2,8,0,8,0.55,3,3,37088,0,0,481460,60,0
55,76078,0,7,0,7,0.98,5,15,162779,0,0,293454,180,0
56,54809,0,1,1,0,0.86,0,4,98262,1,1,485498,90,0
64,129545,0,9,2,7,0.99,6,3,10447,0,2,450867,90,0
19,344587,1,2,2,0,0.94,3,6,15375,0,2,49710,30,0
59,375031,1,3,0,3,0.56,4,10,187840,0,1,315733,90,0
35,93181,0,3,0,3,0.92,4,2,81063,0,1,215757,90,0
33,58674,3,10,3,7,0.64,2,10,16850,1,2,456726,180,1
60,256940,0,5,3,2,0.56,2,13,31538,0,0,284590,30,0
22,99929,2,9,1,8,0.85,2,7,161562,1,1,44174,30,0
31,459981,2,6,0,6,0.86,5,16,197120,1,1,37878,90,1
61,148029,3,8,0,8,0.93,5,16,32762,1,2,490621,60,1
34,285074,1,5,2,3,0.68,4,18,83706,0,0,290264,90,0
29,236687,2,3,1,2,0.51,6,6,94922,0,1,109440,90,0
31,170178,3,0,0,0,0.63,2,19,139767,0,2,188711,30,0
30,445489,0,10,1,9,0.94,5,7,164237,1,0,400237,90,1
31,270615,1,0,0,0,0.82,0,9,66444,0,0,375388,180,0
53,74341,3,2,0,2,0.86,5,9,96709,0,1,11721,90,0
52,210606,0,3,3,0,0.95,5,3,49999,1,2,200929,30,0
28,218234,0,4,3,1,0.88,1,4,121447,1,2,10277,30,0
48,295616,0,4,3,1,0.85,4,3,97124,0,1,371692,30,0
50,102432,0,10,1,9,0.7,3,0,86584,1,0,213143,90,0
36,475884,2,10,1,9,0.86,7,4,36952,0,2,32796,90,0
23,473978,0,10,1,9,0.58,0,1,71746,0,1,220337,60,0
37,479899,1,3,0,3,0.64,0,14,37658,0,1,450957,60,0
44,180661,1,4,2,2,0.52,5,19,120046,0,0,109916,60,0
43,80528,2,6,1,5,0.91,2,13,61859,0,2,298513,60,1
52,209877,2,10,3,7,0.67,3,7,101153,1,0,360059,60,0
41,88499,3,4,1,3,0.69,5,7,26892,0,0,286627,180,0
31,208904,0,2,0,2,0.59,6,0,93796,0,1,455067,30,1
40,225852,2,4,0,4,0.55,7,14,85650,1,0,381874,90,0
47,339410,1,7,3,4,0.76,7,3,123002,0,0,145106,60,0
60,394603,2,4,0,4,0.96,7,4,21859,1,0,204627,180,1
46,218474,0,5,0,5,0.51,3,4,46815,0,1,341485,60,0
40,218000,1,9,0,9,0.83,1,10,175386,1,1,380662,60,1
43,145077,3,2,0,2,0.9,6,0,188536,0,1,216563,30,0
44,220054,3,6,2,4,0.54,0,0,151887,0,2,317819,60,0
60,49141,1,8,2,6,0.56,0,17,116098,1,2,186242,30,1
46,205766,2,6,0,6,0.99,7,6,84241,1,0,493063,30,1
64,360344,0,10,1,9,0.78,6,20,37247,1,2,45958,60,0
57,304185,2,5,0,5,0.8,5,15,193959,1,0,293135,90,1
44,258405,0,6,1,5,0.81,4,12,123145,0,0,6115,90,0
23,368805,2,1,1,0,0.87,1,9,82479,0,1,36093,90,0
38,230760,3,7,0,7,0.76,2,8,177880,0,1,110264,180,0
52,402993,2,6,1,5,0.77,7,15,199516,1,1,46046,90,0
32,358457,2,7,3,4,0.99,0,5,80103,1,2,212397,180,1
50,436598,2,1,1,0,0.87,3,4,93028,1,0,287854,30,1
20,284696,0,4,0,4,0.51,7,7,141255,0,1,372138,60,1
20,73805,2,10,1,9,0.74,2,19,69994,1,2,286488,90,0
34,438118,3,5,2,3,0.62,3,2,130188,1,1,213356,90,0
35,259786,3,10,1,9,0.6,6,2,62239,0,2,302548,60,0
63,442255,0,5,0,5,0.99,6,19,178206,1,1,488327,60,1
47,342334,2,9,2,7,0.67,7,12,26120,1,0,97823,180,0
39,461972,1,9,2,7,0.75,0,20,8946,1,1,93602,60,1
57,117799,1,0,0,0,0.87,5,8,56081,1,0,401216,180,1
32,320308,2,4,0,4,0.89,6,16,138373,0,0,216864,30,0
51,325551,3,1,1,0,0.82,0,11,38022,0,0,101430,180,1
22,349087,3,2,1,1,0.8,7,18,174107,1,1,82811,90,0
37,38783,1,9,1,8,0.52,6,9,61106,0,1,175780,60,0
64,227842,1,9,2,7,0.72,7,12,52415,1,2,195919,180,0
46,442554,1,6,3,3,0.84,3,0,108196,0,1,497454,180,0
39,411438,1,6,3,3,0.66,6,13,135153,1,0,184512,60,1
48,275187,1,4,0,4,0.6,5,8,60316,0,0,394628,180,0
57,137386,0,3,1,2,0.9,6,18,163344,1,2,399227,60,1
29,199854,0,4,3,1,0.6,4,4,74725,0,2,56386,30,0
59,284641,2,5,1,4,0.71,4,5,197710,0,0,469951,30,0
37,175585,3,10,3,7,0.76,5,11,77358,0,1,416760,30,0
23,40760,2,2,2,0,0.98,1,4,97378,0,0,66602,60,0
54,393719,1,9,3,6,0.63,0,12,107797,0,0,434265,60,0
18,262945,2,3,1,2,0.88,2,4,145920,0,2,164352,90,0
29,454838,2,3,1,2,0.92,4,3,69510,1,1,131942,180,0
43,275310,0,5,2,3,0.74,1,3,37007,1,1,146030,60,1
54,441471,2,0,0,0,0.94,0,7,159509,0,0,243305,60,0
30,113631,3,9,0,9,0.67,2,13,80761,0,2,276416,60,0
60,161651,3,8,1,7,0.64,7,12,106517,0,1,420549,90,0
55,243018,3,1,0,1,0.87,5,12,88982,1,0,197445,90,1
47,379282,1,0,0,0,0.74,3,6,138962,1,1,314708,30,1
41,450036,1,3,3,0,0.57,0,8,180195,0,2,193917,90,1
65,89629,1,5,3,2,0.66,5,0,75702,1,0,168032,180,0
36,246226,3,4,3,1,0.73,4,1,153676,0,0,333006,180,0
43,197859,3,0,0,0,0.64,7,14,25336,1,0,122438,30,0
64,50437,3,2,0,2,0.81,3,3,147735,1,0,60885,180,1
19,85525,3,10,2,8,0.52,1,6,42673,1,0,306762,180,1
61,442371,0,0,0,0,0.76,7,16,2510,0,2,306112,60,0
20,40504,3,3,0,3,0.59,7,9,11828,0,2,155730,60,0
25,262440,1,5,1,4,0.58,1,6,116468,1,2,25109,180,0
41,197116,0,6,1,5,1.0,7,19,179888,0,2,126795,180,0
33,133359,0,4,2,2,0.56,4,10,134669,0,2,282865,60,1
20,237383,2,6,1,5,0.93,7,13,1999,1,0,165910,30,1
50,291956,0,9,1,8,0.85,0,15,157118,0,2,230929,30,0
19,60852,2,6,0,6,0.72,4,9,95133,0,1,308852,60,0
57,58138,1,3,1,2,0.71,2,12,50295,1,2,71329,90,0
34,63983,2,7,2,5,0.68,6,5,47115,1,0,383057,30,0
40,119132,3,7,1,6,0.76,7,7,153320,0,0,494827,60,0
35,312406,1,1,0,1,0.72,6,5,36677,0,2,128170,90,0
61,234583,0,7,0,7,0.68,5,16,197501,0,1,292332,90,0
62,82497,1,4,1,3,0.69,3,2,63205,0,2,274776,60,0
65,175814,1,4,3,1,0.66,5,7,18782,0,0,76090,60,0
54,234196,0,5,2,3,0.51,4,16,107123,0,2,212010,90,0
27,240016,3,6,1,5,0.81,3,8,166055,0,1,251877,90,1
63,161805,2,3,3,0,0.75,4,5,14741,1,1,288048,30,0
56,459630,3,10,3,7,0.57,3,13,158436,1,1,454740,30,0
65,276283,3,5,2,3,0.55,4,0,118707,1,2,240765,180,0
22,166154,3,7,0,7,0.73,1,17,188824,1,2,136204,60,1
45,462277,0,1,0,1,0.94,3,11,86151,1,0,106929,90,1
26,266278,2,1,1,0,0.69,4,6,64887,1,0,340148,90,0
21,70238,0,6,2,4,0.94,0,20,11673,0,0,193016,180,0
19,188052,3,4,1,3,0.57,3,18,18471,0,2,375809,30,0
62,477428,3,10,2,8,0.93,0,15,68175,1,1,179839,60,0
18,453159,1,5,2,3,0.69,2,4,152014,0,0,257958,90,1
35,92971,1,4,3,1,0.79,7,7,151594,0,0,186741,90,0
31,80211,3,5,1,4,0.67,1,12,5338,1,0,202135,60,0
51,56701,0,10,3,7,0.63,1,14,82214,1,2,29953,30,1
55,380588,0,1,1,0,0.54,1,5,20123,1,0,117048,60,0
28,84331,1,6,2,4,0.73,6,19,179558,1,2,14802,30,0
32,184466,3,1,0,1,0.73,6,18,129197,1,1,366403,90,1
48,444974,1,10,2,8,0.63,6,16,121765,0,2,324503,90,1
55,31189,3,9,2,7,0.57,4,14,9711,1,2,228824,30,0
47,171819,1,6,1,5,0.67,0,15,1082,0,1,480418,180,0
29,440072,0,8,1,7,0.65,0,4,78228,1,1,36180,30,0
49,102636,0,6,1,5,0.86,1,14,144843,1,1,328724,90,0
65,420860,3,6,2,4,0.78,3,10,97758,0,0,408031,180,0
62,320774,1,8,2,6,0.9,5,1,165078,0,0,359554,30,0
19,60251,1,2,0,2,0.71,4,13,192624,1,1,29886,90,1
61,458158,1,3,0,3,0.68,0,10,171124,1,0,421512,180,0
56,37272,3,9,2,7,0.51,1,17,84566,0,2,361363,180,0
30,277156,2,9,0,9,0.62,4,17,58684,0,1,493608,30,0
49,102607,0,8,3,5,0.57,7,2,125251,1,2,64164,180,0
41,247498,3,3,0,3,0.55,6,0,70901,0,2,360418,30,0
20,381016,2,3,3,0,0.99,3,20,28913,0,0,167027,30,0
62,72876,0,0,0,0,0.94,5,2,107051,1,1,325591,90,1
50,77763,3,8,3,5,0.68,4,6,162997,1,0,81422,90,0
56,367490,1,5,2,3,1.0,3,9,104403,0,1,368505,30,0
31,191604,0,7,1,6,0.78,6,6,153811,0,2,252256,30,0
48,491561,1,10,2,8,0.91,6,9,178954,1,0,382278,90,0
53,76092,3,3,2,1,0.94,1,6,148074,1,2,249998,90,0
37,237124,1,4,3,1,0.68,7,14,33524,1,1,148796,90,0
63,185814,2,4,2,2,0.85,6,17,171687,1,1,158302,90,0
40,359468,1,4,0,4,0.97,4,8,37850,1,0,313038,60,1
19,304463,3,5,2,3,0.68,1,20,17860,0,0,172746,180,1
63,294520,3,2,2,0,0.82,7,17,173911,1,0,144347,60,0
31,300142,0,10,3,7,0.8,6,9,145566,1,0,438167,30,0
52,57160,0,4,1,3,0.65,1,18,159256,0,0,236543,60,1
31,341633,0,0,0,0,0.69,1,17,43329,0,2,352190,30,1
62,397280,1,1,1,0,0.94,1,1,197094,1,1,291980,30,0
54,96106,1,5,3,2,0.94,7,8,12004,1,2,176538,60,0
23,35334,2,6,3,3,0.69,5,0,94005,0,2,17748,180,0
62,412874,0,2,1,1,0.77,6,18,107553,1,1,360524,60,0
60,492856,1,5,0,5,0.78,1,14,149498,1,2,466640,60,1
45,88603,0,0,0,0,0.56,3,14,41354,0,1,216745,60,0
23,139206,1,3,0,3,0.87,6,3,144837,1,0,48862,60,1
33,196635,2,1,0,1,0.97,3,7,91810,1,1,330764,90,1
51,162176,1,1,1,0,0.58,0,5,47168,1,2,238685,90,0
56,207389,0,9,0,9,0.81,1,0,12776,1,2,294703,60,1
20,37767,1,0,0,0,0.84,6,14,174879,1,2,284035,180,1
